instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_origC	label_collapseC	NER_orig	NER_collapse	split_orig	split_redo	annotation_type
ROG-Dia-GSO-P0005_ROG-dialog-0007_287.039_288.868	ROG-Dia-GSO-P0005	ROG-dialog-0007	kaj je una trhovina?	kaj je ona trgovina?	287.039	288.868	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_290.000_290.684	ROG-Dia-GSO-P0005	ROG-dialog-0007	Beksendmor.	BagsAndMore.	290.0	290.684	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_290.684_292.129	ROG-Dia-GSO-P0005	ROG-dialog-0007	In uni napis guor.	In oni napis gor.	290.684	292.129	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_293.437_295.467	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, da si prlep@š huor, čihau kuf@r je.	Ja, da si prilepiš gor, čigav kufer je.	293.437	295.467	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_295.467_297.823	ROG-Dia-GSO-P0005	ROG-dialog-0007	Če se zgubi, da ti ha pol pošlejo.	Če se izgubi, da ti ga pol pošljejo.	295.467	297.823	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_298.873_299.861	ROG-Dia-GSO-P0005	ROG-dialog-0007	Etiketo.	Etiketo.	298.873	299.861	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_303.014_304.443	ROG-Dia-GSO-P0005	ROG-dialog-0007	Marjele ne smeš uzjet s sabo.	Marele ne smeš vzeti s sabo.	303.014	304.443	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_305.545_308.390	ROG-Dia-GSO-P0005	ROG-dialog-0007	Na l() eee na u ruz@k ne sme b@t.	Na l() eee na v rukzaku ne sme biti.	305.545	308.39	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_308.390_309.990	ROG-Dia-GSO-P0005	ROG-dialog-0007	Sam v kuf@r.	Samo v kufer.	308.39	309.99	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_311.007_312.821	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa vuode tut ne smeš nest čjez.	Pa vode tudi ne smeš nesti čez.	311.007	312.821	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_313.520_314.133	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	313.52	314.133	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_314.133_315.213	ROG-Dia-GSO-P0005	ROG-dialog-0007	Sam sendviče.	Samo sendviče.	314.133	315.213	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_315.213_317.940	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tisto vuodo boš pa kupla puol na letališči,	Tisto vodo boš pa kupila pol na letališču,	315.213	317.94	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_317.940_320.407	ROG-Dia-GSO-P0005	ROG-dialog-0007	ko boš šla že skuzi kontrolo.	ko boš šla že skozi kontrolo.	317.94	320.407	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_324.765_326.399	ROG-Dia-GSO-P0005	ROG-dialog-0007	Eee mor@š met eee	Eee moraš imeti eee	324.765	326.399	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_326.399_330.540	ROG-Dia-GSO-P0005	ROG-dialog-0007	pauerbenk morš met pr sjebi pa povnivc morš met pr sjebi u rudzahi.	powerbank moraš imeti pri sebi pa polnilec moraš imeti pri sebi v rukzaku.	326.399	330.54	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_330.540_332.202	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tu ne smej bit noter u kufri.	To ne sme biti noter v kufru.	330.54	332.202	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_332.997_337.610	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ne, tu morš met pr sjebi, in ku buš šla skus kontrolo, morš tu vse d@t ven.	Ne, to moraš imeti pri sebi, in ko boš šla skozi kontrolo, moraš to vse dati ven.	332.997	337.61	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_338.364_340.535	ROG-Dia-GSO-P0005	ROG-dialog-0007	Na na tekoči trak.	Na na tekoči trak.	338.364	340.535	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_341.399_343.048	ROG-Dia-GSO-P0005	ROG-dialog-0007	In pas tudi.	In pas tudi.	341.399	343.048	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_343.796_344.368	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	343.796	344.368	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_344.923_345.714	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	344.923	345.714	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_347.003_349.943	ROG-Dia-GSO-P0005	ROG-dialog-0007	Vse boš dala v tiste plastične eee gajbce.	Vse boš dala v tiste plastične eee gajbice.	347.003	349.943	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_349.943_353.177	ROG-Dia-GSO-P0005	ROG-dialog-0007	K vse poprekontrolirajo, ko gre skuz rentgen.	K vse poprekontrolirajo, ko gre skozi rentgen.	349.943	353.177	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_355.804_358.828	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tistu je do stu mililitrov maš lohku s sabo.	Tisto je do sto mililitrov imaš lahko s sabo.	355.804	358.828	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_359.440_360.407	ROG-Dia-GSO-P0005	ROG-dialog-0007	Več pa ne.	Več pa ne.	359.44	360.407	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_361.753_363.013	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, večja pa v kuf@r, ja.	Ja, večja pa v kufer, ja.	361.753	363.013	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_364.460_364.967	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	364.46	364.967	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_367.860_370.694	ROG-Dia-GSO-P0005	ROG-dialog-0007	Majh@n, šulski, da bo šel pod stol od aviona.	Majhen, šolski, da bo šel pod stol od aviona.	367.86	370.694	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_372.469_375.671	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pod nuo() pr pr nuohah spuodi ga buš speštala.	Pod nuo() pri pri nogah spodaj ga boš speštala.	372.469	375.671	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_376.491_377.213	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	376.491	377.213	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_378.683_380.775	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pijačo si lohku kupš tut na letali,	Pijačo si lahko kupiš tudi na letalu,	378.683	380.775	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_380.775_381.536	ROG-Dia-GSO-P0005	ROG-dialog-0007	pa je draha.	pa je draga.	380.775	381.536	neutralNegative	neutral	B-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_382.031_382.543	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	382.031	382.543	neutralPositive	neutral	B-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_382.543_383.645	ROG-Dia-GSO-P0005	ROG-dialog-0007	Parfume maju guor.	Parfume imajo gor.	382.543	383.645	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_384.231_386.946	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, hrano majo tut guor, kufe.	Ja, hrano imajo tudi gor, kofe.	384.231	386.946	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_386.946_389.200	ROG-Dia-GSO-P0005	ROG-dialog-0007	Sam je kr drago.	Samo je kar drago.	386.946	389.2	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_389.967_393.056	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, al pa puol.	Ja, ali pa pol.	389.967	393.056	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_393.056_394.237	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ku pristan@š.	Ko pristaneš.	393.056	394.237	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_399.341_401.133	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ma odvisnu.	Ma odvisno.	399.341	401.133	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_401.133_404.386	ROG-Dia-GSO-P0005	ROG-dialog-0007	Odvisnu, kulku cajta rabijo, da razložijo letalo.	Odvisno, koliko cajta rabijo, da razložijo letalo.	401.133	404.386	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_406.696_407.768	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, tudi, ja.	Ja, tudi, ja.	406.696	407.768	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_407.768_409.812	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ma na Sardiniji nij taku veliku.	Ma na Sardiniji ni tako veliko.	407.768	409.812	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_410.333_410.779	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ne.	Ne.	410.333	410.779	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_412.373_415.573	ROG-Dia-GSO-P0005	ROG-dialog-0007	Bol hitru prpjeleju tiste kufre na tekoči trak	Bolj hitro pripeljejo tiste kufre na tekoči trak	412.373	415.573	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_415.573_418.197	ROG-Dia-GSO-P0005	ROG-dialog-0007	in si ha najdeš in greš naprej.	in si ga najdeš in greš naprej.	415.573	418.197	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_418.197_418.407	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	418.197	418.407	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_423.202_430.653	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tm zraven, takoj zraven letališča j ful t@h eee ahencij, ku majo rentakar.	Tam zraven, takoj zraven letališča je ful teh eee agencij, ko imajo rentakar.	423.202	430.653	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_430.653_431.835	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ena zravn druge.	Ena zraven druge.	430.653	431.835	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_432.366_434.977	ROG-Dia-GSO-P0005	ROG-dialog-0007	In tm lahku najam@š avto.	In tam lahko najameš avto.	432.366	434.977	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_434.977_436.121	ROG-Dia-GSO-P0005	ROG-dialog-0007	In pol greš.	In pol greš.	434.977	436.121	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_438.505_439.240	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ne vem.	Ne vem.	438.505	439.24	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_439.240_440.868	ROG-Dia-GSO-P0005	ROG-dialog-0007	Morš puhljed@t, ku ma vsak drgač.	Moraš pogledati, ko ima vsak drugače.	439.24	440.868	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_441.627_443.920	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa morš plačat še neko zavarovanje,	Pa moraš plačati še neko zavarovanje,	441.627	443.92	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_443.920_447.421	ROG-Dia-GSO-P0005	ROG-dialog-0007	pa če je mmm če je ml@t šofjer, je pol problem.	pa če je mmm če je mlad šofer, je pol problem.	443.92	447.421	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_447.421_453.370	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa če ti rezerviraš nase, pa drug vuozi, je tut problem, ko morš pol popravlat tu.	Pa če ti rezerviraš nase, pa drug vozi, je tudi problem, ko moraš pol popravljati to.	447.421	453.37	mixedNegative	negative	I-mixedNegative	I-negative	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_454.713_456.121	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ti() ja.	Ti() ja.	454.713	456.121	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_456.121_458.429	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tisti, ko rezervira, tisti more vuozt.	Tisti, ko rezervira, tisti mora voziti.	456.121	458.429	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_461.977_464.373	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, verjetnu je istu taku.	Ja, verjetno je isto tako.	461.977	464.373	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_464.373_468.390	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ker smo meli tm mi tut problem, k smo pol dali na Iztoka.	Ker smo imeli tam mi tudi problem, k smo pol dali na Iztoka.	464.373	468.39	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_469.373_472.600	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja zatu, ku nnn ne sme vuozt ml@t šofer	Ja zato, ko nnn ne sme voziti mlad šofer	469.373	472.6	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_472.600_473.784	ROG-Dia-GSO-P0005	ROG-dialog-0007	al nekaku taku je blu.	ali nekako tako je bilo.	472.6	473.784	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_473.993_475.511	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, ja.	Ja, ja.	473.993	475.511	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_475.511_479.526	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ker je nas je Gaja rezervirala in pol smo mogli prenest na Iztoka	Ker je nas je Gaja rezervirala in pol smo mogli prenesti na Iztoka	475.511	479.526	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_479.526_480.704	ROG-Dia-GSO-P0005	ROG-dialog-0007	in smo mogl puol doplačat.	in smo mogli pol doplačati.	479.526	480.704	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_481.824_482.499	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	481.824	482.499	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_482.499_484.294	ROG-Dia-GSO-P0005	ROG-dialog-0007	Bencin je pa bl pocjeni.	Bencin je pa bolj poceni.	482.499	484.294	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_484.936_486.546	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, bl poceni ku pr nas,	Ja, bolj poceni kot pri nas,	484.936	486.546	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_486.546_488.910	ROG-Dia-GSO-P0005	ROG-dialog-0007	tut v trhovinah je vse bl poceni ku pr nas.	tudi v trgovinah je vse bolj poceni kot pri nas.	486.546	488.91	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_488.910_490.320	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	488.91	490.32	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_493.002_494.234	ROG-Dia-GSO-P0005	ROG-dialog-0007	Nnn ne.	Nnn ne.	493.002	494.234	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_494.234_495.828	ROG-Dia-GSO-P0005	ROG-dialog-0007	V trgovinah je cenejš.	V trgovinah je cenejše.	494.234	495.828	mixedPositive	positive	B-mixedPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_495.828_501.454	ROG-Dia-GSO-P0005	ROG-dialog-0007	Smo šli mi v Evrospin, tam neke njihove trgovine, ma je blu vse bl poceni.	Smo šli mi v Eurospin, tam neke njihove trgovine, ma je bilo vse bolj poceni.	495.828	501.454	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_502.700_503.006	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	502.7	503.006	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_503.006_505.846	ROG-Dia-GSO-P0005	ROG-dialog-0007	In Evrospin je lepši kukr pr n@s	In Eurospin je lepši kakor pri nas	503.006	505.846	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_505.846_507.698	ROG-Dia-GSO-P0005	ROG-dialog-0007	in maju bl zaluoženo ku pr n@s.	in imajo bolj založeno kot pri nas.	505.846	507.698	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_508.751_509.272	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	508.751	509.272	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_509.272_510.980	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tku da pejte v Evrospin	Tako da pojdite v Eurospin	509.272	510.98	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_510.980_512.950	ROG-Dia-GSO-P0005	ROG-dialog-0007	pa l() v Lidl pejte	pa l() v Lidl pojdite	510.98	512.95	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_512.950_518.543	ROG-Dia-GSO-P0005	ROG-dialog-0007	pa pouhno znamenitosti boste vidli pa puhledali.	pa polno znamenitosti boste videli pa pogledali.	512.95	518.543	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_518.543_521.640	ROG-Dia-GSO-P0005	ROG-dialog-0007	Okul in okuli Sardinije hreste lohku.	Okoli in okoli Sardinije greste lahko.	518.543	521.64	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_527.424_528.855	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pouhnu je za videt.	Polno je za videti.	527.424	528.855	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_528.855_532.132	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, pol hreste lohku tut v enu mestu Uanone	Ja, pol greste lahko tudi v eno mesto Ulassai	528.855	532.132	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_532.132_536.000	ROG-Dia-GSO-P0005	ROG-dialog-0007	in tm greste na izlet z ladjo,	in tam greste na izlet z ladjo,	532.132	536.0	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_536.000_537.645	ROG-Dia-GSO-P0005	ROG-dialog-0007	tu hreš za cel dan,	to greš za cel dan,	536.0	537.645	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_537.645_539.676	ROG-Dia-GSO-P0005	ROG-dialog-0007	in te pjelejo od plaže do plaže	in te peljejo od plaže do plaže	537.645	539.676	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_539.676_541.326	ROG-Dia-GSO-P0005	ROG-dialog-0007	in ti povejo, ktera plaža je,	in ti povejo, katera plaža je,	539.676	541.326	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_541.326_544.000	ROG-Dia-GSO-P0005	ROG-dialog-0007	in pol hreš ti duol in se l@hku tm kuop@š	in pol greš ti dol in se lahko tam kopaš	541.326	544.0	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_544.000_546.183	ROG-Dia-GSO-P0005	ROG-dialog-0007	in puol ti povejo, kdaj hre ladja nazaj,	in pol ti povejo, kdaj gre ladja nazaj,	544.0	546.183	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_546.183_548.166	ROG-Dia-GSO-P0005	ROG-dialog-0007	in pol te peljejo na druho plažo.	in pol te peljejo na drugo plažo.	546.183	548.166	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_548.166_550.026	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tu je en vel@k zaliv, ku je več plaž.	To je en velik zaliv, ko je več plaž.	548.166	550.026	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_550.026_550.850	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa mor@š ...	Pa moraš ...	550.026	550.85	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0005_ROG-dialog-0007_553.460_555.473	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tudi, ne, tut v angleščini.	Tudi, ne, tudi v angleščini.	553.46	555.473	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
